TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate,FraudLabel
SUP-00015196,AC00009,145.04,2024-10-30T07:31:32,TRANSFER,Mymensingh,ONLINE,18,Student,1,25884.4,2024-10-11T04:52:01,0
SUP-00015197,AC00500,623.81,2024-10-30T08:47:21,TRANSFER,Chattogram,ONLINE,47,Doctor,1,67603.23,2024-10-25T10:09:18,0
SUP-00015198,AC00111,240.81,2024-10-30T10:00:44,DEBIT,Chattogram,ONLINE,51,Doctor,1,106539.4,2024-09-26T12:48:38,0
SUP-00015199,AC00042,175.06,2024-10-30T13:37:25,TRANSFER,Singapore,ONLINE,36,Engineer,1,104123.75,2024-10-06T23:49:04,0
SUP-00015200,AC00563,754.1,2024-10-30T14:01:14,DEBIT,Rajshahi,MOBILE,45,Banker,1,80252.66,2024-09-25T12:42:19,0
SUP-00015201,AC00181,76.87,2024-10-30T15:05:19,CREDIT,Dhaka,BRANCH,55,Government Employee,1,98973.33,2024-10-22T07:38:01,0
SUP-00015202,AC00271,99.39,2024-10-30T15:33:17,TRANSFER,Khulna,POS,61,Banker,1,19239.58,2024-09-18T08:19:43,0
SUP-00015203,AC00247,293.61,2024-10-30T16:06:35,CASH_WITHDRAWAL,Rangpur,BRANCH,57,Doctor,1,5497.6,2024-10-23T06:36:35,0
SUP-00015204,AC00397,204.57,2024-10-30T16:19:55,CASH_WITHDRAWAL,Dhaka,ATM,66,Government Employee,1,63403.57,2024-10-29T22:51:01,0
SUP-00015205,AC00444,1105.32,2024-10-30T17:21:57,DEBIT,Khulna,MOBILE,37,Engineer,1,135514.03,2024-10-18T22:33:11,0
SUP-00015206,AC00365,168.21,2024-10-30T18:29:47,DEBIT,Sylhet,MOBILE,25,Business Owner,1,135641.76,2024-09-20T20:37:18,0
SUP-00015207,AC00228,1487.34,2024-10-30T18:44:52,TRANSFER,Barishal,BRANCH,51,Government Employee,1,130085.69,2024-09-27T23:30:46,0
SUP-00015208,AC00345,138.74,2024-10-30T20:34:11,TRANSFER,Rajshahi,ATM,51,Doctor,1,53940.82,2024-10-18T06:06:48,0
SUP-00015209,AC00514,959.43,2024-10-30T20:37:14,TRANSFER,Dhaka,ONLINE,35,Banker,1,47454.54,2024-10-29T01:49:05,0
SUP-00015210,AC00258,374.25,2024-10-30T21:12:55,DEBIT,Mymensingh,POS,61,Engineer,2,77602.99,2024-10-15T01:20:02,0
SUP-00015211,AC00189,823.44,2024-10-30T21:46:34,CREDIT,Rangpur,ATM,32,Doctor,1,129533.74,2024-10-24T12:47:18,0
SUP-00015212,AC00049,598.39,2024-10-30T21:46:41,DEBIT,Sylhet,BRANCH,53,Government Employee,1,123005.96,2024-10-21T05:55:10,0
SUP-00015213,AC00202,190.66,2024-10-31T00:56:46,TRANSFER,Sylhet,MOBILE,30,Government Employee,1,81501.51,2024-08-30T01:35:28,0
SUP-00015214,AC00158,358.25,2024-10-31T03:58:30,TRANSFER,Chattogram,ONLINE,27,Engineer,1,3254.69,2024-09-19T00:34:45,0
SUP-00015215,AC00255,90.29,2024-10-31T05:30:10,TRANSFER,Barishal,BRANCH,18,Student,1,99711.86,2024-10-17T01:25:56,0
SUP-00015216,AC00126,276.64,2024-10-31T06:00:59,CREDIT,Mymensingh,ATM,45,Government Employee,1,68593.45,2024-09-15T10:23:48,0
SUP-00015217,AC00170,158.96,2024-10-31T06:20:24,TRANSFER,Barishal,ONLINE,59,Doctor,1,106775.88,2024-10-14T14:57:05,0
SUP-00015218,AC00208,106.66,2024-10-31T06:50:45,CASH_WITHDRAWAL,Sylhet,POS,19,Student,1,83792.15,2024-10-14T21:40:47,0
SUP-00015219,AC00519,93.31,2024-10-31T07:21:38,DEBIT,Sylhet,MOBILE,63,Teacher,2,82626.68,2024-10-18T10:08:29,0
SUP-00015220,AC00492,155.32,2024-10-31T07:39:03,DEBIT,Mymensingh,BRANCH,71,Retired,1,54186.02,2024-10-25T23:57:11,0
SUP-00015221,AC00228,892.33,2024-10-31T08:38:44,CASH_WITHDRAWAL,Barishal,BRANCH,51,Government Employee,3,129193.36,2024-10-30T18:44:52,0
SUP-00015222,AC00223,626.36,2024-10-31T08:51:43,TRANSFER,Dhaka,BRANCH,59,Business Owner,1,100.0,2024-10-30T04:06:16,0
SUP-00015223,AC00306,42.87,2024-10-31T10:39:55,TRANSFER,Khulna,POS,62,Retired,1,88863.55,2024-09-21T00:03:08,0
SUP-00015224,AC00520,46.58,2024-10-31T11:43:56,TRANSFER,Mymensingh,POS,22,Student,1,43337.61,2024-09-23T21:28:02,0
SUP-00015225,AC00485,910.49,2024-10-31T12:03:41,DEBIT,Dhaka,POS,62,Government Employee,1,90416.3,2024-10-25T10:58:29,0
SUP-00015226,AC00504,811.49,2024-10-31T12:10:20,TRANSFER,Mymensingh,BRANCH,65,Teacher,1,40711.59,2024-10-29T13:17:37,0
SUP-00015227,AC00009,107.79,2024-10-31T12:45:32,TRANSFER,Mymensingh,ATM,18,Student,1,25776.61,2024-10-30T07:31:32,1
SUP-00015228,AC00344,78.4,2024-10-31T14:01:28,TRANSFER,Sylhet,ATM,48,Engineer,1,86991.8,2024-10-22T18:19:19,0
SUP-00015229,AC00569,1073.69,2024-10-31T14:05:08,CREDIT,Rajshahi,POS,45,Engineer,1,76337.05,2024-08-04T23:29:37,0
SUP-00015230,AC00316,332.22,2024-10-31T14:25:18,TRANSFER,Chattogram,POS,41,Business Owner,1,31284.95,2024-10-03T18:07:37,0
SUP-00015231,AC00057,1072.72,2024-10-31T15:10:50,DEBIT,Rangpur,BRANCH,61,Doctor,2,100.0,2024-08-11T09:45:47,0
SUP-00015232,AC00218,112.23,2024-10-31T15:44:03,DEBIT,Rajshahi,MOBILE,47,Doctor,1,172386.41,2024-10-07T16:19:51,0
SUP-00015233,AC00396,1644.11,2024-10-31T15:56:40,DEBIT,Barishal,BRANCH,57,Doctor,1,123068.93,2024-09-07T18:27:48,0
SUP-00015234,AC00526,581.59,2024-10-31T17:33:53,DEBIT,Rajshahi,ATM,19,Student,1,105340.19,2024-09-05T22:59:25,0
SUP-00015235,AC00569,985.03,2024-10-31T18:06:49,DEBIT,Rajshahi,POS,45,Engineer,1,75352.02,2024-10-31T14:05:08,0
SUP-00015236,AC00334,303.48,2024-10-31T19:23:25,DEBIT,Rangpur,ATM,54,Teacher,1,77266.44,2024-10-07T02:02:31,0
SUP-00015237,AC00299,564.51,2024-10-31T19:26:40,DEBIT,Rangpur,ATM,24,Teacher,2,109931.13,2024-10-27T14:05:31,0
SUP-00015238,AC00418,240.9,2024-10-31T19:29:08,DEBIT,Khulna,POS,43,Engineer,1,151823.18,2024-10-12T03:24:04,0
SUP-00015239,AC00399,84.89,2024-10-31T20:24:46,TRANSFER,Khulna,MOBILE,63,Retired,1,74676.78,2024-10-11T01:58:46,0
SUP-00015240,AC00149,62.34,2024-10-31T21:26:41,TRANSFER,Chattogram,ATM,52,Banker,1,71033.93,2024-10-01T08:17:35,0
SUP-00015241,AC00551,403.89,2024-10-31T23:34:29,DEBIT,Mymensingh,ATM,62,Business Owner,1,95245.81,2024-08-12T07:10:06,0
SUP-00015242,AC00396,1167.47,2024-11-01T00:03:17,DEBIT,Barishal,BRANCH,57,Doctor,1,121901.46,2024-10-31T15:56:40,0
SUP-00015243,AC00002,241.04,2024-11-01T02:22:17,DEBIT,Barishal,ONLINE,28,Engineer,1,128803.75,2024-10-02T02:09:51,0
SUP-00015244,AC00146,213.73,2024-11-01T03:51:14,TRANSFER,Khulna,BRANCH,30,Engineer,1,36504.41,2024-10-11T18:01:35,0
SUP-00015245,AC00163,298.85,2024-11-01T08:10:29,DEBIT,Dubai,ATM,51,Teacher,1,141789.33,2024-10-21T00:30:35,0
SUP-00015246,AC00073,242.18,2024-11-01T09:47:18,CREDIT,Rangpur,BRANCH,51,Government Employee,2,109745.82,2024-09-27T18:10:01,0
SUP-00015247,AC00078,144.24,2024-11-01T09:48:35,DEBIT,Rajshahi,POS,42,Government Employee,1,22921.97,2024-09-08T20:59:04,0
SUP-00015248,AC00003,203.58,2024-11-01T10:20:17,DEBIT,Mymensingh,ATM,20,Student,1,80595.31,2024-10-10T02:58:07,0
SUP-00015249,AC00002,505.29,2024-11-01T11:19:04,TRANSFER,Barishal,ONLINE,28,Engineer,1,128298.46,2024-11-01T02:22:17,0
SUP-00015250,AC00105,492.4,2024-11-01T11:42:03,CREDIT,Sylhet,MOBILE,65,Teacher,1,167086.16,2024-09-24T04:50:43,0
SUP-00015251,AC00566,168.82,2024-11-01T13:01:52,CREDIT,Rajshahi,ONLINE,28,Government Employee,1,93733.83,2024-10-19T01:12:58,0
SUP-00015252,AC00232,879.13,2024-11-01T14:50:29,TRANSFER,Barishal,ATM,46,Teacher,3,162326.03,2024-06-18T08:27:03,0
SUP-00015253,AC00161,268.68,2024-11-01T15:41:54,CASH_WITHDRAWAL,Barishal,BRANCH,25,Business Owner,1,42665.05,2024-10-21T14:34:42,0
SUP-00015254,AC00531,118.97,2024-11-01T16:56:18,CREDIT,Khulna,ONLINE,26,Student,1,47688.56,2024-09-15T23:25:14,0
SUP-00015255,AC00517,767.62,2024-11-01T16:59:29,CASH_WITHDRAWAL,Rangpur,BRANCH,41,Doctor,2,135892.57,2024-10-19T02:58:24,0
SUP-00015256,AC00338,3780.28,2024-11-01T17:26:26,DEBIT,Dubai,MOBILE,44,Teacher,1,162957.55,2024-09-23T08:20:17,1
SUP-00015257,AC00284,109.59,2024-11-01T17:53:08,CREDIT,Dhaka,POS,54,Banker,6,69173.38,2024-09-22T20:01:09,0
SUP-00015258,AC00365,504.5,2024-11-01T17:54:34,CREDIT,Sylhet,MOBILE,25,Business Owner,1,136146.26,2024-10-30T18:29:47,0
SUP-00015259,AC00600,689.09,2024-11-01T20:58:43,CASH_WITHDRAWAL,Sylhet,POS,43,Banker,1,155021.1,2024-10-11T14:58:15,0
SUP-00015260,AC00345,54.78,2024-11-01T21:25:21,TRANSFER,Rajshahi,ATM,51,Doctor,1,53886.04,2024-10-30T20:34:11,0
SUP-00015261,AC00271,197.75,2024-11-01T22:37:40,DEBIT,Khulna,POS,61,Banker,1,19041.83,2024-10-30T15:33:17,0
SUP-00015262,AC00092,308.98,2024-11-01T22:45:19,TRANSFER,Sylhet,MOBILE,32,Banker,2,74635.74,2024-10-21T18:54:23,0
SUP-00015263,AC00280,960.88,2024-11-02T03:55:50,CREDIT,Rangpur,MOBILE,58,Engineer,5,58073.31,2024-10-12T15:51:42,0
SUP-00015264,AC00329,186.42,2024-11-02T04:19:15,DEBIT,Dhaka,POS,73,Retired,1,130546.13,2024-10-29T09:57:02,0
SUP-00015265,AC00285,192.54,2024-11-02T04:57:19,CASH_WITHDRAWAL,Rangpur,POS,56,Doctor,1,60074.45,2024-10-30T06:57:27,0
SUP-00015266,AC00191,52.31,2024-11-02T07:31:48,CREDIT,Barishal,POS,37,Engineer,1,155845.55,2024-09-17T04:16:03,0
SUP-00015267,AC00278,637.57,2024-11-02T09:34:57,CREDIT,Rajshahi,ATM,70,Retired,1,83814.02,2024-10-23T22:06:43,0
SUP-00015268,AC00123,98.53,2024-11-02T09:58:40,TRANSFER,Dhaka,ONLINE,79,Retired,1,143515.48,2024-09-22T00:58:16,0
SUP-00015269,AC00487,90.14,2024-11-02T10:18:31,CASH_WITHDRAWAL,Barishal,MOBILE,67,Teacher,2,14067.26,2024-09-20T23:51:24,0
SUP-00015270,AC00384,100.8,2024-11-02T10:22:57,CASH_WITHDRAWAL,Sylhet,ONLINE,37,Teacher,1,161594.04,2024-10-16T18:58:42,0
SUP-00015271,AC00268,55.51,2024-11-02T10:38:25,CREDIT,Chattogram,POS,24,Business Owner,1,133758.17,2024-09-25T03:57:48,0
SUP-00015272,AC00352,253.16,2024-11-02T10:46:54,CREDIT,Rajshahi,BRANCH,41,Teacher,1,104762.56,2024-07-23T00:00:26,0
SUP-00015273,AC00491,58.94,2024-11-02T11:33:06,DEBIT,Rangpur,MOBILE,57,Teacher,2,102585.6,2024-10-17T13:35:10,0
SUP-00015274,AC00145,114.94,2024-11-02T11:48:08,TRANSFER,Rangpur,ATM,31,Teacher,1,117694.9,2024-10-01T11:23:34,0
SUP-00015275,AC00233,649.69,2024-11-02T15:26:21,DEBIT,Dhaka,MOBILE,76,Retired,6,19736.97,2024-10-18T03:56:39,1
SUP-00015276,AC00212,184.37,2024-11-02T15:34:44,TRANSFER,Chattogram,POS,36,Government Employee,2,62032.06,2024-07-29T09:12:26,0
SUP-00015277,AC00462,138.4,2024-11-02T16:19:06,DEBIT,Khulna,BRANCH,38,Government Employee,1,66691.33,2024-09-10T01:21:12,0
SUP-00015278,AC00236,119.63,2024-11-02T17:23:07,TRANSFER,Barishal,ONLINE,66,Business Owner,7,83106.83,2024-09-29T13:47:57,0
SUP-00015279,AC00355,287.03,2024-11-02T19:07:53,DEBIT,Dhaka,POS,67,Retired,1,148767.36,2024-10-28T14:37:07,0
SUP-00015280,AC00270,1289.99,2024-11-02T23:52:16,TRANSFER,Dhaka,ONLINE,67,Doctor,1,143628.06,2024-06-08T11:22:04,0
SUP-00015281,AC00083,1342.9,2024-11-03T02:16:08,DEBIT,London,MOBILE,26,Government Employee,5,91229.33,2024-09-28T04:49:34,1
SUP-00015282,AC00400,160.11,2024-11-03T02:28:49,DEBIT,Khulna,POS,33,Banker,1,28555.28,2024-10-23T19:57:03,0
SUP-00015283,AC00483,297.9,2024-11-03T03:14:33,DEBIT,Chattogram,ONLINE,29,Doctor,1,108787.71,2024-10-18T01:59:48,0
SUP-00015284,AC00227,101.1,2024-11-03T05:14:33,DEBIT,Khulna,ONLINE,43,Government Employee,1,46829.5,2024-06-02T20:27:55,0
SUP-00015285,AC00247,226.68,2024-11-03T05:34:54,DEBIT,Rangpur,BRANCH,57,Doctor,1,5270.92,2024-10-30T16:06:35,0
SUP-00015286,AC00236,120.23,2024-11-03T06:43:51,CREDIT,Chattogram,MOBILE,66,Business Owner,1,83227.06,2024-11-02T17:23:07,0
SUP-00015287,AC00375,215.88,2024-11-03T09:38:56,DEBIT,Sylhet,MOBILE,62,Business Owner,1,57976.45,2024-09-12T09:48:51,0
SUP-00015288,AC00058,242.88,2024-11-03T14:08:41,TRANSFER,Chattogram,ATM,62,Doctor,1,105378.69,2024-09-20T11:03:46,0
SUP-00015289,AC00097,71.25,2024-11-03T14:39:48,CASH_WITHDRAWAL,Rangpur,MOBILE,75,Retired,1,57495.97,2024-10-28T04:07:42,0
SUP-00015290,AC00436,52.22,2024-11-03T15:17:10,DEBIT,Dhaka,POS,39,Engineer,1,102687.08,2024-10-21T07:20:06,0
SUP-00015291,AC00559,973.71,2024-11-03T15:44:35,DEBIT,Khulna,ONLINE,53,Doctor,2,14162.62,2024-10-09T22:01:48,0
SUP-00015292,AC00574,66.24,2024-11-03T16:15:35,TRANSFER,Dhaka,ONLINE,30,Government Employee,1,95271.07,2024-08-18T17:28:07,0
SUP-00015293,AC00553,479.23,2024-11-03T16:44:12,DEBIT,Chattogram,ONLINE,58,Teacher,1,38904.99,2024-10-19T07:48:21,0
SUP-00015294,AC00389,1162.72,2024-11-03T16:44:32,CASH_WITHDRAWAL,Rajshahi,POS,54,Doctor,3,131372.53,2024-10-27T17:58:40,0
SUP-00015295,AC00260,69.09,2024-11-03T19:13:34,TRANSFER,Chattogram,BRANCH,57,Doctor,2,164309.28,2024-10-19T04:51:50,0
SUP-00015296,AC00052,292.56,2024-11-03T20:38:08,CASH_WITHDRAWAL,Sylhet,POS,67,Engineer,1,90810.68,2024-10-27T14:28:51,0
SUP-00015297,AC00373,98.64,2024-11-03T20:59:10,TRANSFER,Khulna,POS,71,Retired,1,64826.7,2024-10-20T08:48:17,0
SUP-00015298,AC00434,1048.88,2024-11-03T22:44:33,TRANSFER,Chattogram,ATM,24,Teacher,1,24588.15,2024-10-27T01:19:30,0
SUP-00015299,AC00437,152.06,2024-11-04T01:05:31,TRANSFER,Dhaka,MOBILE,54,Banker,1,108596.23,2024-10-02T16:08:23,0
SUP-00015300,AC00156,209.55,2024-11-04T02:09:48,DEBIT,Rangpur,MOBILE,44,Government Employee,1,33982.8,2024-10-25T06:56:49,0
SUP-00015301,AC00593,833.69,2024-11-04T02:57:43,TRANSFER,Rajshahi,BRANCH,65,Retired,1,125417.1,2024-10-23T22:55:32,0
SUP-00015302,AC00034,894.82,2024-11-04T06:01:57,TRANSFER,Chattogram,ATM,43,Business Owner,2,123296.58,2024-09-02T18:12:25,0
SUP-00015303,AC00127,164.92,2024-11-04T08:59:15,CREDIT,Sylhet,ONLINE,28,Student,1,141182.81,2024-10-07T08:53:20,0
SUP-00015304,AC00516,304.41,2024-11-04T12:29:23,TRANSFER,Rangpur,MOBILE,67,Doctor,1,19430.41,2024-10-26T08:03:58,0
SUP-00015305,AC00164,277.88,2024-11-04T14:08:46,DEBIT,Sylhet,ONLINE,18,Student,2,84277.11,2024-09-21T17:00:57,0
SUP-00015306,AC00588,798.99,2024-11-04T14:29:53,DEBIT,Rajshahi,MOBILE,33,Doctor,2,81283.37,2024-10-01T19:45:10,0
SUP-00015307,AC00005,885.13,2024-11-04T14:43:30,CREDIT,Sylhet,BRANCH,74,Retired,1,154932.85,2024-10-09T03:00:11,0
SUP-00015308,AC00584,414.19,2024-11-04T16:18:55,TRANSFER,Rangpur,ATM,59,Teacher,4,23520.84,2024-10-19T20:18:58,0
SUP-00015309,AC00206,238.15,2024-11-04T17:34:51,TRANSFER,Barishal,ATM,25,Student,1,1130.77,2024-08-21T12:16:42,0
SUP-00015310,AC00195,435.91,2024-11-04T17:45:10,CASH_WITHDRAWAL,Chattogram,MOBILE,41,Doctor,1,127555.52,2024-09-30T08:56:02,0
SUP-00015311,AC00270,3213.68,2024-11-04T18:54:40,DEBIT,Dhaka,ATM,67,Doctor,1,140414.38,2024-11-02T23:52:16,1
SUP-00015312,AC00365,231.88,2024-11-04T18:57:05,CASH_WITHDRAWAL,Sylhet,MOBILE,25,Business Owner,1,135914.38,2024-11-01T17:54:34,0
SUP-00015313,AC00391,581.02,2024-11-04T21:06:33,TRANSFER,Sylhet,BRANCH,43,Teacher,1,100.0,2024-09-23T19:20:55,0
SUP-00015314,AC00555,278.07,2024-11-04T22:28:46,TRANSFER,Chattogram,MOBILE,62,Doctor,1,142946.45,2024-10-20T17:44:57,0
SUP-00015315,AC00176,208.08,2024-11-04T22:49:26,TRANSFER,Rajshahi,ONLINE,28,Student,1,78565.05,2024-10-06T11:55:23,0
SUP-00015316,AC00275,135.62,2024-11-04T23:40:08,DEBIT,Rajshahi,ONLINE,32,Government Employee,1,127448.05,2024-09-18T10:26:59,0
SUP-00015317,AC00043,116.93,2024-11-05T02:21:47,DEBIT,Dhaka,ONLINE,32,Doctor,2,63851.37,2024-10-06T20:18:00,0
SUP-00015318,AC00507,195.53,2024-11-05T03:04:06,DEBIT,Chattogram,BRANCH,37,Business Owner,2,157565.02,2024-09-28T07:02:14,0
SUP-00015319,AC00131,635.41,2024-11-05T04:54:00,CASH_WITHDRAWAL,Barishal,BRANCH,62,Banker,1,129276.3,2024-09-16T11:23:15,0
SUP-00015320,AC00311,478.3,2024-11-05T05:00:21,TRANSFER,Dhaka,MOBILE,21,Student,1,23212.35,2024-08-04T03:10:49,0
SUP-00015321,AC00589,403.47,2024-11-05T05:48:24,TRANSFER,Sylhet,POS,35,Business Owner,1,50664.0,2024-10-10T14:10:30,0
SUP-00015322,AC00112,320.59,2024-11-05T05:49:26,CREDIT,Dhaka,ATM,44,Business Owner,1,58589.33,2024-10-27T12:48:44,0
SUP-00015323,AC00521,167.08,2024-11-05T09:08:36,DEBIT,Rangpur,ATM,26,Engineer,2,150151.68,2024-09-09T12:32:20,0
SUP-00015324,AC00259,1354.46,2024-11-05T09:17:59,TRANSFER,Chattogram,BRANCH,19,Student,1,94006.04,2024-09-05T02:30:38,0
SUP-00015325,AC00324,611.61,2024-11-05T10:18:37,TRANSFER,Dhaka,BRANCH,64,Retired,1,150286.12,2024-10-21T12:42:33,0
SUP-00015326,AC00272,241.83,2024-11-05T12:23:02,TRANSFER,Rangpur,BRANCH,46,Banker,2,68435.93,2024-09-16T04:25:21,0
SUP-00015327,AC00330,394.94,2024-11-05T13:34:23,CASH_WITHDRAWAL,Dhaka,MOBILE,34,Engineer,1,143864.15,2024-10-24T12:31:12,0
SUP-00015328,AC00519,155.47,2024-11-05T13:35:11,TRANSFER,Sylhet,MOBILE,63,Teacher,1,82471.21,2024-10-31T07:21:38,0
SUP-00015329,AC00547,84.46,2024-11-05T13:46:03,CASH_WITHDRAWAL,Sylhet,MOBILE,61,Doctor,2,131150.74,2024-09-16T14:00:53,0
SUP-00015330,AC00380,149.13,2024-11-05T16:36:13,CASH_WITHDRAWAL,Dubai,ATM,66,Retired,1,155375.57,2024-10-04T10:18:57,1
SUP-00015331,AC00201,108.62,2024-11-05T18:58:32,DEBIT,Rajshahi,ONLINE,32,Teacher,1,99291.44,2024-09-09T23:52:38,0
SUP-00015332,AC00339,634.39,2024-11-05T20:36:41,TRANSFER,Sylhet,BRANCH,79,Retired,1,160590.45,2024-09-25T08:19:08,0
SUP-00015333,AC00216,564.1,2024-11-05T20:47:10,DEBIT,Sylhet,POS,18,Student,1,905.94,2024-09-15T08:43:12,0
SUP-00015334,AC00207,55.46,2024-11-05T20:57:20,TRANSFER,Rangpur,BRANCH,66,Business Owner,1,144067.89,2024-10-29T02:00:31,0
SUP-00015335,AC00471,128.32,2024-11-05T21:57:02,TRANSFER,Chattogram,ATM,31,Doctor,3,41920.72,2024-10-27T17:53:33,0
SUP-00015336,AC00321,131.83,2024-11-06T01:23:40,TRANSFER,Dhaka,MOBILE,48,Doctor,1,136540.94,2024-09-30T02:24:22,0
SUP-00015337,AC00070,98.48,2024-11-06T03:34:25,DEBIT,Barishal,MOBILE,27,Student,2,132947.67,2024-10-05T19:56:39,0
SUP-00015338,AC00482,412.43,2024-11-06T03:35:27,TRANSFER,Sylhet,ONLINE,24,Government Employee,1,161699.09,2024-10-30T02:31:48,0
SUP-00015339,AC00328,47.62,2024-11-06T04:06:37,CREDIT,Dhaka,BRANCH,43,Government Employee,2,14807.96,2024-09-21T07:48:48,0
SUP-00015340,AC00208,148.79,2024-11-06T04:07:27,DEBIT,Sylhet,POS,19,Student,1,83643.36,2024-10-31T06:50:45,1
SUP-00015341,AC00140,132.71,2024-11-06T04:51:39,DEBIT,Rajshahi,POS,64,Retired,2,34262.14,2024-10-25T20:01:33,0
SUP-00015342,AC00572,118.72,2024-11-06T05:27:04,CASH_WITHDRAWAL,Rangpur,MOBILE,30,Business Owner,1,151634.0,2024-08-15T23:32:15,0
SUP-00015343,AC00098,324.69,2024-11-06T05:46:16,TRANSFER,Khulna,ONLINE,72,Retired,1,129762.52,2024-10-13T04:15:58,0
SUP-00015344,AC00158,337.74,2024-11-06T06:00:00,CREDIT,Chattogram,ONLINE,27,Engineer,1,3592.43,2024-10-31T03:58:30,0
SUP-00015345,AC00593,737.29,2024-11-06T06:21:16,DEBIT,Rajshahi,BRANCH,65,Retired,1,124679.81,2024-11-04T02:57:43,0
SUP-00015346,AC00471,129.85,2024-11-06T06:23:48,DEBIT,Chattogram,ATM,31,Doctor,3,41790.87,2024-11-05T21:57:02,0
SUP-00015347,AC00506,1099.48,2024-11-06T07:23:37,CASH_WITHDRAWAL,Khulna,POS,62,Teacher,1,88066.27,2024-10-24T10:09:56,0
SUP-00015348,AC00522,92.12,2024-11-06T08:21:29,CASH_WITHDRAWAL,Mymensingh,ATM,22,Student,2,128035.68,2024-10-28T08:35:46,0
SUP-00015349,AC00142,246.45,2024-11-06T09:22:01,CREDIT,Sylhet,MOBILE,26,Student,1,53272.21,2024-10-19T06:44:10,0
SUP-00015350,AC00585,78.59,2024-11-06T10:48:43,DEBIT,Sylhet,ATM,29,Banker,2,20582.29,2024-10-29T00:52:03,0
SUP-00015351,AC00506,797.43,2024-11-06T11:44:17,CASH_WITHDRAWAL,Khulna,POS,62,Teacher,2,87268.84,2024-11-06T07:23:37,0
SUP-00015352,AC00110,127.66,2024-11-06T12:43:10,TRANSFER,Rajshahi,POS,22,Student,1,77529.01,2024-10-30T01:48:42,0
SUP-00015353,AC00433,145.96,2024-11-06T13:59:09,TRANSFER,Rajshahi,ATM,22,Student,1,173746.23,2024-10-03T11:51:10,0
SUP-00015354,AC00405,219.87,2024-11-06T14:12:32,CREDIT,Dhaka,ATM,37,Teacher,2,34683.53,2024-10-27T10:17:22,0
SUP-00015355,AC00281,737.39,2024-11-06T14:41:28,DEBIT,Khulna,ONLINE,40,Government Employee,7,78742.41,2024-09-11T07:01:03,0
SUP-00015356,AC00527,588.86,2024-11-06T15:42:08,TRANSFER,Dhaka,ATM,23,Student,1,7920.84,2024-10-29T11:25:39,0
SUP-00015357,AC00564,255.31,2024-11-06T17:09:23,TRANSFER,Sylhet,MOBILE,63,Retired,1,169273.48,2024-10-01T21:41:54,0
SUP-00015358,AC00320,306.97,2024-11-06T17:38:09,DEBIT,Rajshahi,ATM,55,Banker,1,62877.37,2024-10-16T14:09:06,0
SUP-00015359,AC00594,63.72,2024-11-06T21:00:38,TRANSFER,Barishal,POS,50,Business Owner,2,27175.25,2024-10-09T07:49:07,0
SUP-00015360,AC00288,63.96,2024-11-06T21:05:58,CREDIT,Barishal,MOBILE,37,Business Owner,1,81857.62,2024-09-02T15:48:06,0
SUP-00015361,AC00510,276.65,2024-11-06T21:15:05,CASH_WITHDRAWAL,Khulna,MOBILE,63,Retired,1,67429.53,2024-09-21T09:27:41,0
SUP-00015362,AC00375,472.91,2024-11-06T22:28:47,CASH_WITHDRAWAL,Sylhet,MOBILE,62,Business Owner,1,57503.54,2024-11-03T09:38:56,0
SUP-00015363,AC00464,608.4,2024-11-07T00:22:03,TRANSFER,Rangpur,BRANCH,33,Engineer,1,79805.68,2024-09-20T22:33:33,1
SUP-00015364,AC00035,1151.98,2024-11-07T00:36:44,TRANSFER,Sylhet,ATM,76,Retired,1,100.0,2024-10-23T00:13:36,0
SUP-00015365,AC00521,136.57,2024-11-07T01:26:12,TRANSFER,Rangpur,ATM,26,Engineer,1,150015.11,2024-11-05T09:08:36,0
SUP-00015366,AC00189,715.1,2024-11-07T04:09:23,TRANSFER,Rangpur,ATM,32,Doctor,1,128818.64,2024-10-30T21:46:34,0
SUP-00015367,AC00077,242.11,2024-11-07T04:21:42,DEBIT,Barishal,MOBILE,24,Doctor,2,168146.64,2024-10-16T19:22:00,0
SUP-00015368,AC00241,52.57,2024-11-07T06:25:16,TRANSFER,Khulna,POS,27,Teacher,1,84738.06,2024-10-07T08:15:01,0
SUP-00015369,AC00369,142.77,2024-11-07T07:35:39,CASH_WITHDRAWAL,Sylhet,ATM,55,Business Owner,1,15417.5,2024-10-23T00:07:21,0
SUP-00015370,AC00371,1010.97,2024-11-07T08:09:35,DEBIT,Khulna,ONLINE,50,Teacher,1,106340.72,2024-10-04T15:19:58,0
SUP-00015371,AC00359,80.34,2024-11-07T08:52:55,TRANSFER,Chattogram,BRANCH,59,Government Employee,1,85254.9,2024-09-21T16:20:20,0
SUP-00015372,AC00001,55.4,2024-11-07T10:08:46,TRANSFER,Rajshahi,ONLINE,48,Business Owner,1,62199.46,2024-09-27T12:11:15,0
SUP-00015373,AC00156,313.22,2024-11-07T10:21:46,DEBIT,Rangpur,MOBILE,44,Government Employee,1,33669.58,2024-11-04T02:09:48,0
SUP-00015374,AC00350,204.58,2024-11-07T11:25:12,TRANSFER,Chattogram,MOBILE,75,Retired,2,153120.27,2024-10-26T01:53:44,0
